,page,line,column,span,direction,left,top,right,bottom,word,short,haspunct,punctAfter,punctBefore,QunawiMS,poetryMeter,poetryVerse,fass,lwcvl,quran
1408,24,9,1,1,r,337,295,383,316,فَـٱسْتَدْلَـلْـنَا,فاستدللنا,,,,4b,,,1,,
1434,24,12,1,1,r,356,373,402,394,الإِخْبَارَاتُ,الإخبارات,,,,4b,,,1,,
1499,25,3,1,1,r,305,139,345,160,ٱفْتِقَارَنَا,افتقارنا,,,,4b,,,1,,
1506,25,3,1,1,r,79,139,126,160,لَإِمْكَانِنَا,لإمكاننا,,,,4b,,,1,,
1555,25,8,1,1,r,198,269,248,290,المُمْكِنَاتِ,الممكنات,,,,4b,,,1,,
1599,25,12,1,1,r,113,373,152,394,بِشَهَادَتِنَا.,بشهادتنا,,.,,5a,,,1,,
1647,26,1,1,1,r,167,87,207,108,وَمُفْرَدَاتِهِ.,ومفرداته,,.,,5a,,,1,,
1650,26,2,1,1,r,281,113,325,134,وَالخَلِيفَةُ,والخليفة,,,,5a,,,1,,
1659,26,3,1,1,r,214,139,258,160,الظُّـلْمَانِيَّةِ,الظلمانية,,,,5a,,,1,,
1662,26,3,1,1,r,96,139,133,160,الطَّبِيعِيَّةُ,الطبيعية,,,,5a,,,1,,
1663,26,4,1,1,r,369,165,402,186,وَالنُّورِيَّةِ،,والنورية,,،―,,5a,,,1,,
1693,26,7,1,1,r,256,243,300,264,بِٱفْتِقَارِهِ،,بافتقاره,,،,,5a,,,1,,
1749,26,12,1,1,r,362,373,402,394,الصُّورَتَينِ؛,الصورتين,,؛,,5a,,,1,,
1795,26,16,1,1,r,261,477,299,498,ٱسْتِنَادَهَا,استنادها,,,,5a,,,1,,
1841,27,5,1,1,r,251,191,294,212,الصُّورَتَينِ.,الصورتين,,.,,5b,,,1,,
1864,27,9,1,1,r,290,295,342,316,بِالمَجْمُوعِ.,بالمجموع,,.,,5b,,,1,,
1869,27,10,1,1,r,230,321,293,342,المَوْجُودَاتِ,الموجودات,,,,5b,,,1,,
1880,27,11,1,1,r,259,347,303,368,المَعْقُولَةُ,المعقولة,,,,5b,,,1,,
1886,27,11,1,1,r,79,347,145,368,المَوْجُودَاتِ,الموجودات,,,,5b,,,1,,
1892,27,13,1,1,r,253,399,289,420,الٱفْتِقَارُ,الافتقار,,,,5b,,,1,,
1972,28,7,1,1,r,127,252,168,273,الإِنْسَانِيُّ.,الإنساني,,.,,5b,,,1,,
2132,29,13,1,1,r,199,428,246,449,إِبْـرَاهِيْمِـيَّةٍ.,إبراهيمية,,.,,6a,,,1,,
2144,30,2,1,1,r,208,118,255,139,إِسْمَاعِيْلِـيَّةٍ.,إسماعيلية,,.,,6a,,,1,,
2198,30,11,1,1,r,191,397,232,418,سُلَيْمَانِـيَّةٍ.,سليمانية,,.,,6a,,,1,,
2228,31,1,1,1,r,198,87,242,108,زَكَـرِيَّاوِيَّةٍ.,زكرياوية,,.,,6a,,,1,,
2407,33,2,1,1,r,340,113,384,134,وَالسَّائِلُونَ,والسائلون,,,,6b,,,2,,
2413,33,2,1,1,r,141,113,194,134,الٱسْتِعْجَالُ,الاستعجال,,,,6b,,,2,,
2467,33,7,1,1,r,220,243,263,264,ٱسْتِعْدَادُه,استعداده,,,,6b,,,2,,
2473,34,1,1,1,r,351,87,402,108,المَعْلُومَاتِ،,المعلومات,,،,,6b,,,2,,
2488,34,3,1,1,r,275,139,321,160,الٱسْتِعْدَادُ،,الاستعداد,,،,,6b,,,2,,
2520,34,6,1,1,r,247,217,302,238,بِالٱسْتِعْدَادِ.,بالاستعداد,,.,,6b,,,2,,
2527,34,7,1,1,r,155,243,207,264,ٱسْتِعْدَادَهُمْ،,استعدادهم,,،,,6b,,,2,,
2531,34,8,1,1,r,339,269,389,290,ٱسْتِعْدَادِهِمْ,استعدادهم,,,,6b,,,2,,
2540,34,9,1,1,r,223,295,269,316,الٱسْتِعْدَادِ،,الاستعداد,,،,,6b,,,2,,
2550,34,10,1,1,r,170,321,229,342,لِلْٱسْتِعْجَالِ,للاستعجال,,,,6b,,,2,,
2622,35,7,1,1,r,344,243,384,264,وَالتَّعْجِيلُ,والتعجيل,,,,7a,,,2,,
2623,35,7,1,1,r,291,243,340,264,بِالمَسْؤولِ,بالمسؤول,,,,7a,,,2,,
2625,35,7,1,1,r,235,243,275,264,وَالإِبْطَاءُ,والإبطاء,,,,7a,,,2,,
2636,35,8,1,1,r,211,269,250,290,بِالإِجَابَةِ.,بالإجابة,,.,,7a,,,2,,
2693,35,13,1,1,r,199,399,249,420,بِالٱسْتِعْدَادِ.,بالاستعداد,,.,,7a,,,2,,
2725,36,4,1,1,r,333,165,384,186,وَالٱسْتِعْدَادُ,والاستعداد,,,,7a,,,2,,
2739,36,5,1,1,r,264,191,319,212,فَالٱسْتِعْدَادُ,فالاستعداد,,,,7a,,,2,,
2765,36,7,1,1,r,102,243,153,264,وَأَغْـرَاضِهِمْ.,وأغراضهم,,.,,7a,,,2,,
2825,36,12,1,1,r,365,373,402,394,الوَاقِفُونَ,الواقفون,,,,7a,,,2,,
2874,37,1,1,1,r,189,87,240,108,وَٱنْتِقَالَاتِ,وانتقالات,,,,7b,,,2,,
2973,37,10,1,1,r,95,321,135,342,المُسَاوَاةِ,المساواة,,,,7b,,,2,,
3039,38,7,1,1,r,274,243,332,264,الأُعْطِيَاتِ،,الأعطيات,,،,,7b,,,2,,
3042,38,7,1,1,r,174,243,223,264,الأُعْطِيَاتِ,الأعطيات,,,,7b,,,2,,
3050,38,8,1,1,r,273,269,312,290,وَالعَطَايَا,والعطايا,,,,7b,,,2,,
3191,39,3,1,1,r,321,139,378,160,الفُتُـوحَاتِ,الفتوحات,,,,8a,,,2,,
3285,40,10,1,1,r,370,321,402,342,الأَوْلِيَاءِ.,الأولياء,,.,,8a,,,2,,
3290,40,11,1,1,r,267,347,307,368,الأَنْبِيَاءِ،,الأنبياء,,،,,8a,,,2,,
3300,41,1,1,1,r,293,87,330,108,الأَوْلِيَاءِ,الأولياء,,,,8a,,,2,,
3316,41,2,1,1,r,193,113,228,134,الأَولِيَاءِ.,الأولياء,,.,,8a,,,2,,
3325,41,4,1,1,r,368,165,402,186,وَالوِلَايَةُ,والولاية,,,,8a,,,2,,
3328,41,5,1,1,r,336,191,384,212,فَالمُرْسَلُونَ,فالمرسلون,,,,8a,,,2,,
3340,41,6,1,1,r,370,217,402,238,الأَولِيَاءِ،,الأولياء,,،,,8a,,,2,,
3345,41,6,1,1,r,229,217,270,238,الأَولِيَاءِ,الأولياء,,؟!,,8a,,,2,,
3349,41,7,1,1,r,242,243,279,264,الأَولِيَاءِ,الأولياء,,,,8b,,,2,,
3431,42,3,1,1,r,188,139,242,160,لِخَوَاطِـرِهِمْ,لخواطرهم,,,,8b,,,2,,
3473,42,6,1,1,r,92,217,131,238,الأَوْلِيَاءِ،,الأولياء,,،,,8b,,,2,,
3500,42,8,1,1,r,79,269,126,290,اللَّبِنَتَيْنِ,اللبنتين,,,,8b,,,2,,
3520,43,1,1,1,r,207,87,247,108,اللَّبِنَتَيْنِ،,اللبنتين,,،,,8b,,,2,,
3523,43,1,1,1,r,105,87,141,108,الأَوْلِيَاءِ,الأولياء,,,,8b,,,2,,
3525,43,2,1,1,r,372,113,402,134,اللَّبِنَتَيْنَ،,اللبنتين,,،,,8b,,,2,,
3639,43,11,1,1,r,127,347,161,368,الأَنْبِيَاءِ,الأنبياء,,,,9a,,,2,,
3648,44,2,1,1,r,284,113,322,134,الأَوْلِيَاءِ،,الأولياء,,،,,9a,,,2,,
3657,44,3,1,1,r,369,139,402,160,الأَوْلِيَاءِ,الأولياء,,,,9a,,,2,,
3688,44,5,1,1,r,79,191,114,212,الأَنْبَيِاءِ,الأنبياء,,,,9a,,,2,,
3696,44,6,1,1,r,144,217,182,238,الأَوْلِيَاءِ,الأولياء,,,,9a,,,2,,
3749,45,1,1,1,r,133,87,174,108,الشَّافِعِيْنَ،,الشافعين,,،,,9a,,,2,,
3756,45,2,1,1,r,271,113,311,134,بِالسِّيَادَةِ,بالسيادة,,,,9a,,,2,,
3764,45,3,1,1,r,356,139,402,160,وَالمَقَامَاتِ،,والمقامات,,،,,9a,,,2,,
3774,45,4,1,1,r,291,165,337,186,الأَسْمَائِيَّةُ:,الأسمائية,,:,,9a,,,2,,
4017,46,13,1,1,r,352,399,402,420,وَالإِضَافَاتِ,والإضافات,,,,9b,,,2,,
4021,46,13,1,1,r,238,399,282,420,بِالأَسْمَاءِ,بالأسماء,,,,9b,,,2,,
4023,46,14,1,1,r,340,425,384,446,وَالحَقِيْقَةُ,والحقيقة,,,,9b,,,2,,
4051,46,16,1,1,r,283,477,326,498,الٱشْتِرَاكُ.,الاشتراك,,.,,9b,,,2,,
4054,46,17,1,1,r,306,503,353,524,الأُعْطِيَاتِ,الأعطيات,,,,9b,,,2,,
4059,46,17,1,1,r,129,503,181,524,بِشَخْصِيَّتِهَا،,بشخصيتها,,،,,9b,,,2,,
4080,47,3,1,1,r,235,139,276,160,لَٱتِّسَاعِهَا,لاتساعها,,,,9b,,,2,,
4166,47,12,1,1,r,160,373,207,394,بِالأَضْدَادِ،,بالأضداد,,،,,10a,,,2,,
4173,47,13,1,1,r,192,399,263,420,وَكَـ«الظَّاهِرِ»،,وكالظاهر,,»،,«,10a,,,2,,
4350,49,2,1,1,r,126,113,186,134,وَالمُسْتَطِيلَةُ,والمستطيلة,,,,10a,,,2,,
4352,49,3,1,1,r,353,139,402,160,وَالمُتَحَـرِّكَةُ,والمتحركة,,,,10a,,,2,,
4391,49,7,1,1,r,157,243,203,264,الٱنْتِكَاسُ.,الانتكاس,,.,,10b,,,2,,
4401,49,8,1,1,r,103,269,145,290,أَنْزَلْنَاهَا,أنزلناها,,,,10b,,,2,,
4406,49,10,1,1,r,288,321,335,342,ٱسْتِعْدَادَهُ،,استعداده,,،,,10b,,,2,,
4414,49,11,1,1,r,363,347,402,368,ٱسْتِعْدَادَهُ،,استعداده,,،,,10b,,,2,,
4509,50,7,1,1,r,103,243,147,264,الإِنْسَانِيِّ.,الإنساني,,.,,10b,,,2,,
4600,51,3,1,1,r,369,209,402,230,وَالتَّقْيِيدِ.,والتقييد,,.,,10b,,,3,,
4614,51,4,1,1,r,130,235,178,256,بِالشَّـرَائِعِ,بالشرائع,,,,11a,,,3,,
4804,52,17,1,1,r,273,503,317,524,وَالتَّشْبِيهِ,والتشبيه,,,,11a,,,3,,
4806,52,17,1,1,r,186,503,236,524,بِالوَصْفَينِ,بالوصفين,,,,11a,,,3,,
4867,54,3,1,1,r,226,139,280,160,النَّاظِرُ﴿أَنَّهُ,الناظرأنه,,,﴿,11a,,,3,,
4927,55,2,1,1,r,240,113,285,134,بِالحَقِيقَةِ.,بالحقيقة,,.,,11b,,,3,,
4936,55,4,1,1,r,324,165,363,186,الأُلُوهِيَّةِ,الألوهية,,,,11b,,,3,,
4938,55,4,1,1,r,270,165,313,186,بِالحَقِيقَةِ،,بالحقيقة,,،,,11b,,,3,,
5002,56,3,1,1,r,307,148,342,169,بِالتَّنْـزِيْهِ,بالتنزيه,,,,11b,,,3,,
5007,56,3,1,1,r,158,148,193,169,بِالتَّشْبِيْهِ,بالتشبيه,,,,11b,,,3,,
5012,56,4,1,1,r,301,174,344,195,بِالأَمْـرَيْنِ,بالأمرين,,,,11b,,,3,,
5022,56,5,1,1,r,274,200,346,221,بِالإِشْفَاعِ,بالإشفاع,,,,11b,,,3,,
5027,56,5,2,1,r,122,200,189,221,بِالإِفْـرَادِ,بالإفراد,,,,11b,,,3,,
5031,56,6,1,1,r,315,226,357,247,وَالتَّشْــبِيْهُ,والتشبيه,,,,11b,,,3,,
5035,56,6,2,1,r,161,226,198,247,وَالتَّنْـزِيْهُ,والتنزيه,,,,11b,,,3,,
5078,57,4,1,1,r,226,165,268,186,الدَعْوَتَينِ,الدعوتين,,,,11b,,,3,,
5088,57,5,1,1,r,79,191,137,212,﴿ٱسْتَغْفِـرُوْا,استغفروا,,,﴿,11b,,,3,,
5162,58,1,1,1,r,225,87,269,108,وَالفُرقَانُ,والفرقان,,,,12a,,,3,,
5217,58,7,1,1,r,79,243,134,264,وَرُوحَانِيَّتُهُمْ,وروحانيتهم,,,,12a,,,3,,
5260,58,13,1,1,r,225,399,291,420,لِذٰلِكَ﴿جَعَلُوْا,لذلكجعلوا,,,﴿,12a,,,3,,
5264,58,13,1,1,r,79,399,126,420,وَٱسْتَغْشَوْا,واستغشوا,,,,12a,,,3,,
5326,59,3,1,1,r,82,139,135,160,الٱعْتِبَارِيُّ،,الاعتباري,,،,,12a,,,3,,
5374,59,9,1,1,r,362,295,402,316,المُشَاهَدَةِ،,المشاهدة,,،,,12b,,,3,,
5398,60,2,1,1,r,181,113,239,134,المُحَمَّدِيَّينَ.,المحمديين,,.,,12b,,,3,,
5402,60,3,1,1,r,244,139,291,160,مُسْتَخْلَفِيْنَ,مستخلفين,,,,12b,,,3,,
5414,60,5,1,1,r,319,191,357,212,وَالِوِكَالَةَ,والوكالة,,,,12b,,,3,,
5418,60,5,1,1,r,209,191,257,212,مُسْتَخْلَفُونَ,مستخلفون,,,,12b,,,3,,
5428,60,6,1,1,r,170,217,226,238,الٱسْتِخْلَافِ.,الاستخلاف,,.,,12b,,,3,,
5438,60,8,1,1,r,281,269,345,290,مَكْرًاكُبَّارًا﴾،,مكراكبارا,,﴾،,,12b,,,3,,71:22
5551,61,10,1,1,r,321,321,380,342,المُحَمَّدِيَّينَ:,المحمديين,,:,,12b,,,3,,
5573,61,12,1,1,r,284,373,334,394,كَالأَعْضَاءِ,كالأعضاء,,,,12b,,,3,,
5576,61,12,1,1,r,183,373,233,394,المَحْسُوسَةِ،,المحسوسة,,،,,12b,,,3,,
5578,61,12,1,1,r,96,373,144,394,المَعْنَوِيَّةِ,المعنوية,,,,12b,,,3,,
5581,61,13,1,1,r,329,399,371,420,الرُّوحَانِيَّةِ.,الروحانية,,.,,12b,,,3,,
5593,61,15,1,1,r,244,451,284,472,الأُلُوهِيَّةَ،,الألوهية,,،,,12b,,,3,,
5644,62,7,1,1,r,97,243,143,264,لَيُقَـرِّبُوْنَـآ,ليقربونا,,,,13a,,,3,,
5660,62,10,1,1,r,237,321,351,342,المُخْبِتِيْنَ﴾؛,المخبتين,,﴾؛,,13a,,,3,,22:34
5683,62,14,1,1,r,109,425,176,446,«ٱلمُصْطَفِيْنَ,المصطفين,,,«,13a,,,3,,
5722,63,5,1,1,r,266,191,311,212,المُسْتَطِيلِ,المستطيل,,,,13a,,,3,,
5778,64,6,1,1,r,316,217,379,238,المُحَمَّدِيِينَ:,المحمديين,,:,,13a,,,3,,
5833,65,8,1,1,r,337,269,378,290,باِلأَسْمَاءِ.,بالأسماء,,.,,13a,,,3,,
5886,66,5,1,1,r,196,191,293,212,ٱلكَافِـرِيْنَ,الكافرين,,﴾,,13a,,,3,,71:26
5920,66,11,1,1,r,242,347,304,368,فَيُخْـرِجُوهُمْ,فيخرجوهم,,,,13b,,,3,,
5922,66,11,1,1,r,180,347,224,368,العُـبُودِيَّةِ,العبودية,,,,13b,,,3,,
5928,66,12,1,1,r,371,373,402,394,الرُّبُوبِيَّةِ.,الربوبية,,.,,13b,,,3,,
5946,67,1,1,1,r,200,87,254,108,وَلَايُظْهِرُونَ,ولايظهرون,,,,13b,,,3,,
6008,67,10,1,1,r,367,321,402,342,وَالطَّبِيعَةُ.,والطبيعة,,.,,13b,,,3,,
6020,67,12,1,1,r,79,373,135,394,الإِخْـبَارَاتِ,الإخبارات,,,,13b,,,3,,
6027,68,1,1,1,r,288,87,385,108,﴿وَلِلْمُؤمِنِيْنَ﴾,وللمؤمنين,,﴾,﴿,13b,,,3,,71:28
6030,68,1,1,1,r,100,87,203,108,﴿وَٱلمُؤمِنَـٰتُ﴾,والمؤمنت,,﴾,﴿,13b,,,3,,71:28
6040,68,4,1,1,r,351,165,402,186,المُكْتَنِفِيْنَ,المكتنفين,,,,13b,,,3,,
6043,68,4,1,1,r,231,165,279,186,الظُلْمَانِيَّةِ.,الظلمانية,,.,,13b,,,3,,
6044,68,4,1,1,r,134,165,231,186,﴿إِلَّاتَـبَارًا﴾,إلاتبارا,,﴾,﴿,13b,,,3,,71:28
6055,68,6,1,1,r,311,217,379,238,المُحَمَّدِيِيِنَ:,المحمديين,,:,,13b,,,3,,
6077,69,1,1,1,r,298,87,360,108,«التَّـنَـزُّلَاتُ,التنزلات,,,«,13b,,,3,,
6078,69,1,1,1,r,256,87,298,108,المَوصِلِيَّةِ»,الموصلية,,»,,13b,,,3,,
6170,72,4,1,1,r,195,165,249,186,المُحَمَّدِيِينَ.,المحمديين,,.,,14a,,,4,,
6207,72,9,1,1,r,269,295,308,316,الـرِّفْعَتَينِ:,الرفعتين,,:,,14a,,,4,,
6217,72,10,1,1,r,283,321,330,342,لِلْٱشْتِرَاكِ,للاشتراك,,,,14a,,,4,,
6225,72,11,1,1,r,309,347,356,368,الٱشْتِرَاكِ,الاشتراك,,,,14a,,,4,,
6229,73,1,1,1,r,276,87,329,108,الأُمُورِكَونِ,الأموركون,,,,14a,,,4,,
6232,73,1,1,1,r,152,87,218,108,المَوجُودَاتِ،,الموجودات,,،,,14a,,,4,,
6241,73,2,1,1,r,233,113,272,134,بِالتَّبِعِيَّةِ،,بالتبعية,,،,,14a,,,4,,
6258,73,4,1,1,r,146,165,187,186,وَالمَكَانَةِ.,والمكانة,,.,,14a,,,4,,
6309,73,12,1,1,r,203,373,259,394,المَلَائِكَةِ:,الملائكة,,:,,14a,,,4,,
6316,73,13,1,1,r,189,399,232,420,لِلْمَلَائِكَةِ,للملائكة,,,,14a,,,4,,
6322,73,14,1,1,r,331,425,375,446,المَلَائِكَةُ,الملائكة,,,,14a,,,4,,
6331,73,14,1,1,r,115,425,164,446,ٱشْتِـرَاكِهِمْ,اشتراكهم,,,,14a,,,4,,
6348,73,16,1,1,r,304,477,345,498,بِالخِلَافَةِ,بالخلافة,,,,14a,,,4,,
6388,74,5,1,1,r,170,191,225,212,المَوجُودَاتِ،,الموجودات,,،,,14b,,,4,,
6420,74,8,1,1,r,249,269,312,290,المَوجُودَاتِ.,الموجودات,,.,,14b,,,4,,
6446,75,2,1,1,r,246,113,295,134,بِالإِضَافَةِ.,بالإضافة,,.,,14b,,,4,,
6457,75,4,1,1,r,278,165,324,186,الوُجُودِيَّةُ,الوجودية,,,,14b,,,4,,
6542,75,11,1,1,r,102,347,151,368,المُحْدَثَاتِ.,المحدثات,,.,,14b,,,4,,
6561,76,3,1,1,r,340,139,384,160,وَالمُتَـكَـلِّمُ,والمتكلم,,,,14b,,,4,,
6610,76,9,1,1,r,82,295,125,316,المَعْلُومَةِ،,المعلومة,,،,,14b,,,4,,
6622,77,2,1,1,r,233,113,283,134,بِالمَعْدُودِ.,بالمعدود,,.,,14b,,,4,,
6623,77,2,1,1,r,183,113,233,134,وَالمَعْدُودُ،,والمعدود,,،,,14b,,,4,,
6682,77,8,1,1,r,370,269,402,290,وَالثَّلَاثَةُ,والثلاثة,,,,15a,,,4,,
6790,78,9,1,1,r,306,295,362,316,بِصُورَةِكَبْشٍ,بصورةكبش,,,,15a,,,4,,
6931,79,10,1,1,r,248,330,285,351,فَاعْتَبِـرُوا,فاعتبروا,,,,15b,,,4,,
6973,80,2,1,1,r,362,113,402,134,الوُجُودِيَّةِ،,الوجودية,,،,,15b,,,4,,
7100,81,4,1,1,r,265,165,318,186,غَيرِهِكَالرَّبـِّ،,غيرهكالرب,,،,,15b,,,4,,
7143,82,1,1,1,r,130,87,187,108,كَالسُّلْطَانِ،,كالسلطان,,،,,15b,,,4,,
7145,82,2,1,1,r,390,113,402,134,وَالوُزَرَاءِ،,والوزراء,,،,,15b,,,4,,
7180,82,5,1,1,r,209,191,253,212,بِالمَكَانَةِ,بالمكانة,,,,16a,,,4,,
7200,83,1,1,1,r,103,143,167,171,إِبْرَاهِيْمِيَّةٍ,إبراهيمية,,,,16a,,,5,,
7233,84,2,1,1,r,314,113,363,134,وَالمُتَمَـكَّنِ.,والمتمكن,,.,,16a,,,5,,
7251,84,4,1,1,r,253,165,294,186,لَايَتَعَدَّاهُ.,لايتعداه,,.,,16a,,,5,,
7257,84,5,1,1,r,195,191,250,212,المُحْدَثَاتِ،,المحدثات,,،,,16a,,,5,,
7282,84,9,1,1,r,266,295,315,316,المُحْدَثَاتِ,المحدثات,,,,16a,,,5,,
7317,84,13,1,1,r,105,399,161,420,فَالمُتَخَـلِّلُ،,فالمتخلل,,،,,16a,,,5,,
7321,84,14,1,1,r,292,425,337,446,بَالمُتَخَـلَّلِ،,بالمتخلل,,،,,16a,,,5,,
7359,85,3,1,1,r,184,139,228,160,وَإِدْرَاكَاتِهِ.,وإدراكاته,,.,,16a,,,5,,
7400,85,7,1,1,r,139,243,181,264,لِأُلُوهِيَّتِنَا,لألوهيتنا,,,,16a,,,5,,
7486,88,1,1,1,r,329,87,370,108,وَأحْوَالِهَا.,وأحوالها,,.,,16b,,,5,,
7542,88,9,1,1,r,334,295,383,316,وَبِالكَشْفَـيْنِ,وبالكشفين,,,,16b,,,5,,
7564,88,12,1,1,r,348,373,402,394,المَحْجُوبِينَ،,المحجوبين,,،,,16b,,,5,,
7584,88,14,1,1,r,237,425,281,446,العَارِفُونَ,العارفون,,,,16b,,,5,,
7628,89,4,1,1,r,145,165,191,186,الٱمْتِنَاعِ.,الامتناع,,.,,16b,,,5,,
7648,89,6,1,1,r,263,217,309,238,المَعْقُولَينِ,المعقولين,,,,16b,,,5,,
7707,89,13,1,1,r,325,399,369,420,وَالمَعْلُومُ,والمعلوم,,,,17a,,,5,,
7736,90,1,1,1,r,101,87,156,108,المُخَاطَبُونَ،,المخاطبون,,،,,17a,,,5,,
7750,90,3,1,1,r,364,139,402,160,المُؤمِنُونَ،,المؤمنون,,،,,17a,,,5,,
7752,90,3,1,1,r,300,139,340,160,العَارِفُونَ,العارفون,,,,17a,,,5,,
7834,90,14,1,1,r,288,425,332,446,بِالأَحْكَامِ،,بالأحكام,,،,,17a,,,5,,
7916,91,10,1,1,r,79,330,129,351,وَبِالأَرْزَاقِ,وبالأرزاق,,,,17b,,,5,,
7919,92,1,1,1,r,301,87,357,108,المَرْزُوقِينَ.,المرزوقين,,.,,17b,,,5,,
7948,92,3,1,1,r,178,139,224,160,المَقَامَاتِ,المقامات,,,,17b,,,5,,
7952,92,4,1,1,r,364,165,402,186,بِالأَسْمَاءِ,بالأسماء,,,,17b,,,5,,
8122,96,7,1,1,r,222,243,258,264,لِأَسْمَاعِنَا,لأسماعنا,,,,18a,,,6,,
8229,98,3,1,1,r,272,139,321,160,لِإِبْرَاهِيمَ,لإبراهيم,,,,18a,,,6,,
8347,99,7,1,1,r,82,243,131,264,الٱخْتِبَارُ،,الاختبار,,،,,18a,,,6,,
8352,99,8,1,1,r,236,269,279,290,الٱخْتِبَارُ,الاختبار,,,,18a,,,6,,
8554,103,7,1,1,r,309,243,349,264,المَدْفُونَةَ،,المدفونة,,،,,18b,,,6,,
8656,104,2,1,1,r,82,113,125,134,بِإِبْرَاهِيمَ،,بإبراهيم,,،,,19a,,,6,,
8699,104,6,1,1,r,338,217,373,238,أَبْقَيْنَاهَا,أبقيناها,,,,19a,,,6,,
9259,109,9,1,1,r,153,295,191,316,العَارِفِينَ,العارفين,,,,20a,,,6,,
9270,109,11,1,1,r,190,347,227,368,بِالتَّعْلِيقِ,بالتعليق,,,,20a,,,6,,
9279,110,1,1,1,r,96,134,165,162,إِسْمَاعِيْلِيَّةٍ,إسماعيلية,,,,20a,,,7,,
9287,110,2,1,1,r,163,183,204,204,بِالأَسْمَاءِ.,بالأسماء,,.,,20a,,,7,,
