page	stripe	column	line	left	top	right	bottom	confidence	letters	punc
51	0		17	1274	3296	1524	3482	95	معقولة	 
51	0		17	1174	3296	1273	3482	98	في	 
51	0		17	980	3296	1173	3482	100	نفها	 
51	0		17	936	3296	979	3482	100		. 
51	0		17	792	3296	935	3482	100	فهي	 
51	0		17	510	3296	791	3482	100	الظاهرة	
51	0		18	2923	3493	3202	3677	96	منحيث	 
51	0		18	2305	3493	2923	3677	98	أعيانالموجودات	 
51	0		18	2222	3493	2306	3677	90	كما	 
51	0		18	2092	3493	2222	3677	97	هي	 
51	0		18	1842	3493	2092	3677	95	الباطنة	 
51	0		18	1747	3493	1842	3677	90	من	 
51	0		18	1551	3493	1747	3677	100	حيث	 
51	0		18	1183	3493	1551	3677	96	معقوليتها	 
51	0		18	1147	3493	1183	3677	100		. 
51	0		18	856	3493	1147	3677	95	فاستناد	 
51	0		18	755	3493	857	3677	99	كل	 
51	0		18	506	3493	756	3677	100	موجود	
51	0		19	3027	3688	3200	3868	99	عيني	 
51	0		19	2860	3688	3026	3868	100	لهذه	 
51	0		19	2610	3688	2860	3868	99	الأمور	 
51	0		19	2374	3688	2610	3868	94	الكلية	 
51	0		19	2235	3688	2374	3868	100	التي	 
51	0		19	2145	3688	2235	3868	96	لا	 
51	0		19	1943	3688	2145	3868	100	يمكن	 
51	0		19	1721	3688	1943	3868	86	رفعها	 
51	0		19	1596	3688	1721	3868	89	عن	 
51	0		19	1402	3688	1596	3868	98	العقل	 
51	0		19	1367	3688	1402	3868	100		،
51	0		19	1228	3688	1332	3868	97	لا	 
51	0		19	1020	3688	1228	3868	100	يمكن	 
51	0		19	666	3688	1020	3868	100	وجودهافي	 
51	0		19	506	3688	666	3868	82	العين	
52	0		1	1707	99	1806	198	66		 
52	0		1	1753	99	1800	198	97	5	([ 
52	0		1	1592	99	1859	198	22		-
52	0		2	2848	303	3111	486	96	وجوداً	 
52	0		2	2648	303	2848	486	98	تزول	 
52	0		2	2541	303	2647	486	98	به	 
52	0		2	2416	303	2541	486	90	عن	 
52	0		2	2297	303	2415	486	100	أن	 
52	0		2	2039	303	2296	486	100	تكون	 
52	0		2	1776	303	2039	486	99	معقولة	 
52	0		2	1720	303	1775	486	78		. 
52	0		2	1462	303	1719	486	100	وسواء	 
52	0		2	1318	303	1462	486	100	كان	 
52	0		2	1136	303	1317	486	100	ذلك	 
52	0		2	860	303	1135	486	96	الوجود	 
52	0		2	603	303	860	486	98	العيني	 
52	0		2	427	303	602	486	90	مؤقتا	
52	0		3	2997	497	3117	684	94	أو	 
52	0		3	2857	497	2997	684	94	غير	 
52	0		3	2603	497	2857	684	99	مؤقت	 
52	0		3	2536	497	2604	684	86		، 
52	0		3	2349	497	2537	684	99	نسبة	 
52	0		3	2316	497	2350	684	100		(
52	0		3	2223	497	2276	684	100		) 
52	0		3	1962	497	2222	684	98	المؤقت	 
52	0		3	1769	497	1963	684	100	وغير	 
52	0		3	1502	497	1768	684	94	المؤقت	 
52	0		3	1368	497	1501	684	98	إلى	 
52	0		3	1102	497	1368	684	86	مـذا	 
52	0		3	901	497	1101	684	100	الأمر	 
52	0		3	661	497	901	684	99	الكلي	 
52	0		3	427	497	660	684	100	المعقول	
52	0		4	2925	697	3117	889	97	نسبة	 
52	0		4	2648	697	2926	889	98	واحدة	 
52	0		4	2588	697	2648	889	96		. 
52	0		4	2444	697	2589	889	98	غير	 
52	0		4	2324	697	2443	889	100	أن	 
52	0		4	2179	697	2324	889	100	هذا	 
52	0		4	1994	697	2178	889	100	الٔمر	 
52	0		4	1749	697	1993	889	98	الكلي	 
52	0		4	1545	697	1749	889	99	يرجع	 
52	0		4	1366	697	1544	889	91	إليه	 
52	0		4	1201	697	1365	889	95	حكم	 
52	0		4	1069	697	1200	889	100	من	 
52	0		4	646	697	1068	889	100	الموجودات	 
52	0		4	427	697	645	889	96	العينية	
52	0		5	2874	906	3111	1083	97	بحسب	 
52	0		5	2773	906	2873	1083	99	ما	 
52	0		5	2541	906	2772	1083	100	تطلبه	 
52	0		5	2297	906	2541	1083	99	حقائق	 
52	0		5	2127	906	2296	1083	91	تلك	 
52	0		5	1726	906	2126	1083	94	الموجودات	 
52	0		5	1487	906	1725	1083	100	العينية	 
52	0		5	1405	906	1487	1083	100		، 
52	0		5	1174	906	1406	1083	90	كنسبة	 
52	0		5	1023	906	1173	1083	86	العلم	 
52	0		5	898	906	1023	1083	91	إلى	 
52	0		5	716	906	897	1083	100	العالم	 
52	0		5	653	906	715	1083	100		، 
52	0		5	427	906	652	1083	90	والحياة	
52	0		6	2993	1106	3117	1283	96	إلى	 
52	0		6	2798	1106	2992	1283	98	الحي	 
52	0		6	2736	1106	2797	1283	100		. 
52	0		6	2472	1106	2735	1283	97	فالحياة	 
52	0		6	2234	1106	2472	1283	100	حقيقة	 
52	0		6	1989	1106	2233	1283	100	معقولة	 
52	0		6	1964	1106	1988	1283	55		(
52	0		6	1857	1106	1919	1283	100		) 
52	0		6	1650	1106	1857	1283	98	والعلم	 
52	0		6	1418	1106	1650	1283	98	حقيقة	 
52	0		6	1168	1106	1418	1283	100	معقولة	 
52	0		6	910	1106	1167	1283	99	متميزة	 
52	0		6	785	1106	910	1283	100	عن	 
52	0		6	565	1106	784	1283	95	الحياة	 
52	0		6	534	1106	565	1283	100		(
52	0		6	427	1106	489	1283	98		)،
52	0		7	3027	1292	3111	1474	96	كما	 
52	0		7	2910	1292	3026	1474	98	أن	 
52	0		7	2694	1292	2909	1474	95	الحياة	 
52	0		7	2433	1292	2694	1474	92	متميزة	 
52	0		7	2297	1292	2433	1474	100	عنه	 
52	0		7	2277	1292	2296	1474	94		.
52	0		7	2180	1292	2244	1474	100	م	 
52	0		7	1977	1292	2179	1474	100	نقول	 
52	0		7	1880	1292	1977	1474	99	في	 
52	0		7	1691	1292	1879	1474	96	الحق	 
52	0		7	1502	1292	1691	1474	89	تعالى	 
52	0		7	1385	1292	1501	1474	98	إن	 
52	0		7	1293	1292	1384	1474	97	له	 
52	0		7	1144	1292	1294	1474	99	علما	 
52	0		7	896	1292	1144	1474	98	وحياة	 
52	0		7	773	1292	896	1474	93	فهو	 
52	0		7	616	1292	772	1474	100	الحي	 
52	0		7	453	1292	615	1474	93	العالم	 
52	0		7	427	1292	453	1474	89		.
52	0		8	2857	1517	3111	1691	97	ونقول	 
52	0		8	2771	1517	2857	1691	83	في	 
52	0		8	2483	1517	2770	1691	92	الملك	 
52	0		8	2450	1517	2483	1691	58		(
52	0		8	2357	1517	2410	1691	100		) 
52	0		8	2236	1517	2356	1691	100	إن	 
52	0		8	2129	1517	2236	1691	100	له	 
52	0		8	1949	1517	2129	1691	99	حياة	 
52	0		8	1735	1517	1949	1691	93	وعلماً	 
52	0		8	1609	1517	1736	1691	84	فهو	 
52	0		8	1422	1517	1608	1691	98	العالم	 
52	0		8	1201	1517	1421	1691	99	والحي	 
52	0		8	1142	1517	1202	1691	98		. 
52	0		8	894	1517	1141	1691	97	ونقول	 
52	0		8	794	1517	895	1691	85	في	 
52	0		8	514	1517	794	1691	96	الإنسان	 
52	0		8	427	1517	513	1691	100	إن	
52	0		9	3022	1712	3118	1891	90	له	 
52	0		9	2835	1712	3022	1891	97	حياة	 
52	0		9	2630	1712	2835	1891	100	وعلماً	 
52	0		9	2480	1712	2630	1891	89	فهو	 
52	0		9	2311	1712	2480	1891	87	الحي	 
52	0		9	2113	1712	2311	1891	98	العالم	 
52	0		9	2046	1712	2113	1891	100		. 
52	0		9	1769	1712	2046	1891	94	وحقيقة	 
52	0		9	1607	1712	1769	1891	100	العلم	 
52	0		9	1330	1712	1607	1891	100	واحدة	 
52	0		9	1270	1712	1330	1891	96		، 
52	0		9	981	1712	1270	1891	100	وحقيقة	 
52	0		9	722	1712	981	1891	99	الحياة	 
52	0		9	451	1712	722	1891	99	واحدة	 
52	0		9	427	1712	451	1891	98		،
52	0		10	2829	1914	3117	2087	94	ونسبتها	 
52	0		10	2704	1914	2829	2087	100	إلى	 
52	0		10	2522	1914	2703	2087	100	العالم	 
52	0		10	2284	1914	2521	2087	100	والحي	 
52	0		10	2089	1914	2283	2087	99	نسبة	 
52	0		10	1813	1914	2089	2087	100	واحدة	 
52	0		10	1757	1914	1813	2087	98		. 
52	0		10	1506	1914	1756	2087	99	ونقول	 
52	0		10	1399	1914	1505	2087	100	في	 
52	0		10	1287	1914	1399	2087	100	علم	 
52	0		10	1098	1914	1286	2087	99	الحق	 
52	0		10	929	1914	1098	2087	98	إنه	 
52	0		10	741	1914	928	2087	99	قديم	 
52	0		10	653	1914	740	2087	100		، 
52	0		10	509	1914	652	2087	90	وفي	 
52	0		10	427	1914	508	2087	100	علم	
52	0		11	2831	2096	3118	2280	99	الإنسان	 
52	0		11	2697	2096	2831	2280	94	إنه	 
52	0		11	2453	2096	2697	2280	99	محدث	 
52	0		11	2386	2096	2453	2280	100		. 
52	0		11	2154	2096	2385	2280	97	فانظر	 
52	0		11	2056	2096	2154	2280	92	ما	 
52	0		11	1764	2096	2056	2280	97	أحدثته	 
52	0		11	1703	2096	1763	2280	53		(
52	0		11	1544	2096	1629	2280	99		-
52	0		11	1385	2096	1470	2280	100		) 
52	0		11	1092	2096	1385	2280	94	الإضافة	 
52	0		11	982	2096	1092	2280	91	من	 
52	0		11	775	2096	982	2280	92	الحكم	 
52	0		11	677	2096	774	2280	94	في	 
52	0		11	427	2096	677	2280	97	هـذه	
52	0		12	2862	2309	3118	2469	96	الحقيقة	 
52	0		12	2569	2309	2862	2469	99	المعقولة	 
52	0		12	2502	2309	2569	2469	96		، 
52	0		12	2264	2309	2501	2469	100	وانظر	 
52	0		12	2130	2309	2264	2469	93	إلى	 
52	0		12	1983	2309	2129	2469	80	هذا	 
52	0		12	1648	2309	1983	2469	97	الارتباط	 
52	0		12	1519	2309	1647	2469	97	بين	 
52	0		12	1159	2309	1519	2469	94	المعقولات	 
52	0		12	714	2309	1159	2469	98	والموجودات	 
52	0		12	452	2309	714	2469	100	العينية	 
52	0		12	427	2309	451	2469	100		.
52	0		13	2916	2490	3109	2677	100	فكا	 
52	0		13	2643	2490	2916	2677	93	حكم	 
52	0		13	2456	2490	2644	2677	96	العلم	 
52	0		13	2321	2490	2457	2677	96	على	 
52	0		13	2192	2490	2320	2677	100	من	 
52	0		13	2055	2490	2191	2677	93	قام	 
52	0		13	1955	2490	2055	2677	99	به	 
52	0		13	1811	2490	1955	2677	96	أن	 
52	0		13	1632	2490	1812	2677	85	يقال	 
52	0		13	1496	2490	1632	2677	100	فيه	 
52	0		13	1467	2490	1496	2677	98		(
52	0		13	1337	2490	1425	2677	96		) 
52	0		13	1180	2490	1338	2677	99	عالم	 
52	0		13	1116	2490	1180	2677	74		، 
52	0		13	965	2490	1115	2677	88	حكم	 
52	0		13	944	2490	965	2677	100		(
52	0		13	836	2490	900	2677	98		) 
52	0		13	491	2490	836	2677	94	الموصوف	 
52	0		13	427	2490	492	2677	100	به	
52	0		14	2993	2702	3111	2891	100	على	 
52	0		14	2855	2702	2992	2891	98	العلم	 
52	0		14	2704	2702	2854	2891	93	أنه	 
52	0		14	2604	2702	2703	2891	100	7	) 
52	0		14	2359	2702	2603	2891	94	حادث	 
52	0		14	2258	2702	2358	2891	99	في	 
52	0		14	2102	2702	2259	2891	87	حقى	 
52	0		14	1807	2702	2101	2891	92	الحادث	 
52	0		14	1745	2702	1806	2891	90		، 
52	0		14	1569	2702	1744	2891	99	قديم	 
52	0		14	1462	2702	1568	2891	100	في	 
52	0		14	1312	2702	1462	2891	84	حق	 
52	0		14	1073	2702	1311	2891	97	القديم	 
52	0		14	1004	2702	1073	2891	100		. 
52	0		14	797	2702	1004	2891	100	فصار	 
52	0		14	666	2702	797	2891	96	كل	 
52	0		14	427	2702	665	2891	99	واحد	
52	0		15	2819	2908	3111	3078	92	محكوما	 
52	0		15	2710	2908	2818	3078	88	به	 
52	0		15	2404	2908	2709	3078	95	محكوماً	 
52	0		15	2303	2908	2405	3078	96	8	) 
52	0		15	2119	2908	2302	3078	100	عليه	 
52	0		15	2092	2908	2120	3078	99		.
52	0		16	2696	3147	2966	3337	94	ومعلوم	 
52	0		16	2582	3147	2696	3337	98	أن	 
52	0		16	2414	3147	2582	3337	99	هذه	 
52	0		16	2174	3147	2414	3337	95	الأمور	 
52	0		16	1772	3147	2174	3337	93	الكليةوإن	 
52	0		16	1573	3147	1772	3337	93	كانت	 
52	0		16	1315	3147	1573	3337	97	معقولة	 
52	0		16	1153	3147	1315	3337	85	فإنها	 
52	0		16	877	3147	1153	3337	95	معدومة	 
52	0		16	691	3147	877	3337	89	العين	 
52	0		16	427	3147	691	3337	90	موجودة	
52	0		17	2918	3348	3117	3534	98	الحكم	 
52	0		17	2889	3348	2918	3534	99		،
52	0		17	2798	3348	2861	3534	99	ما	 
52	0		17	2684	3348	2797	3534	100	هي	 
52	0		17	2414	3348	2684	3534	97	محكوم	 
52	0		17	2223	3348	2414	3534	94	عليها	 
52	0		17	2088	3348	2223	3534	99	إذا	 
52	0		17	1853	3348	2088	3534	95	نسبت	 
52	0		17	1740	3348	1854	3534	83	إلى	 
52	0		17	1456	3348	1740	3534	91	الموجود	 
52	0		17	1257	3348	1456	3534	95	العيني	 
52	0		17	1215	3348	1257	3534	100		. 
52	0		17	987	3348	1215	3534	91	فتقبل	(
52	0		17	902	3348	973	3534	90	1	) 
52	0		17	732	3348	903	3534	96	الحكم	 
52	0		17	661	3348	732	3534	99	في	 
52	0		17	427	3348	661	3534	99	الأعيان	
52	0		18	2787	3559	3117	3726	99	الموجودة	 
52	0		18	2661	3559	2786	3726	99	ولا	 
52	0		18	2470	3559	2662	3726	93	تقبل	 
52	0		18	2159	3559	2469	3726	100	التفصيل	 
52	0		18	2034	3559	2159	3726	100	ولا	 
52	0		18	1709	3559	2033	3726	95	التجزي	 
52	0		18	1551	3559	1710	3726	90	فإن	 
52	0		18	1365	3559	1551	3726	100	ذلك	 
52	0		18	1180	3559	1366	3726	98	محال	 
52	0		18	976	3559	1181	3726	99	عليها	 
52	0		18	929	3559	975	3726	98		؛ 
52	0		18	731	3559	930	3726	99	فإنها	 
52	0		18	427	3559	731	3726	92	بذاتهـا	
52	0		19	3023	3755	3111	3919	99	في	 
52	0		19	2907	3755	3022	3919	99	كل	 
52	0		19	2581	3755	2908	3919	98	موصوف	 
52	0		19	2467	3755	2582	3919	100	بها	 
52	0		19	2101	3755	2466	3919	98	كالإنسانية	 
52	0		19	2006	3755	2101	3919	98	في	 
52	0		19	1884	3755	2006	3919	98	كل	 
52	0		19	1633	3755	1884	3919	100	شخص	 
52	0		19	1511	3755	1634	3919	100	من	 
52	0		19	1369	3755	1512	3919	100	هذا	 
52	0		19	1166	3755	1369	3919	97	النوع	 
52	0		19	922	3755	1165	3919	100	الخاص	 
52	0		19	847	3755	921	3919	100	لم	 
52	0		19	556	3755	848	3919	100	تتفصل	 
52	0		19	509	3755	556	3919	100		(
52	0		19	427	3755	447	3919	99		)
53	0		1	1872	99	1983	198	100		 
53	0		1	1697	99	1871	198	100	ه	 
53	0		2	3084	317	3202	508	98	ولم	 
53	0		2	2846	317	3083	508	100	تتعدد	 
53	0		2	2628	317	2846	508	92	بتعدد	 
53	0		2	2596	317	2627	508	99		(
53	0		2	2496	317	2558	508	100		) 
53	0		2	2127	317	2496	508	99	الأشخاص	 
53	0		2	1996	317	2126	508	99	ولا	 
53	0		2	1746	317	1995	508	99	برحت	 
53	0		2	1477	317	1745	508	100	معقولة	 
53	0		2	1389	317	1476	508	97		. 
53	0		2	1201	317	1388	508	99	وإذا	 
53	0		2	1058	317	1201	508	92	كان	 
53	0		2	727	317	1057	508	93	الارتباط	 
53	0		2	589	317	726	508	94	بين	 
53	0		2	501	317	588	508	100	من	
53	0		3	3107	525	3203	698	99	له	 
53	0		3	2873	525	3108	698	100	وجود	 
53	0		3	2700	525	2873	698	100	عيني	 
53	0		3	2521	525	2700	698	99	وبين	 
53	0		3	2415	525	2521	698	87	من	 
53	0		3	2236	525	2416	698	99	ليس	 
53	0		3	2147	525	2237	698	98	له	 
53	0		3	1890	525	2147	698	98	وجود	 
53	0		3	1717	525	1890	698	100	عيني	 
53	0		3	1549	525	1717	698	100	قد	 
53	0		3	1359	525	1549	698	98	ثبت	 
53	0		3	1292	525	1359	698	100		، 
53	0		3	1102	525	1292	698	84	وهي	 
53	0		3	917	525	1102	698	100	نسب	 
53	0		3	896	525	918	698	100		(
53	0		3	790	525	857	698	100		) 
53	0		3	543	525	789	698	98	عدمية	 
53	0		3	510	525	544	698	94		،
53	0		4	2896	707	3198	892	92	فارتباط	 
53	0		4	2490	707	2895	892	99	الموجودات	 
53	0		4	2245	707	2489	892	99	بعضيها	 
53	0		4	2007	707	2244	892	99	ببعض	 
53	0		4	1775	707	2006	892	97	أقرب	 
53	0		4	1652	707	1774	892	100	أن	 
53	0		4	1465	707	1652	892	96	يعقل	 
53	0		4	1291	707	1465	892	99	لأنه	 
53	0		4	1168	707	1291	892	100	على	 
53	0		4	1014	707	1169	892	100	كل	 
53	0		4	789	707	1014	892	91	حـال	 
53	0		4	602	707	788	892	100	بينها	 
53	0		4	576	707	601	892	100		(
53	0		4	505	707	531	892	100		)
53	0		5	2988	917	3195	1099	99	جامع	 
53	0		5	2903	917	2988	1099	100		- 
53	0		5	2738	917	2902	1099	97	وهو	 
53	0		5	2481	917	2737	1099	99	الوجود	 
53	0		5	2255	917	2481	1099	89	العيني	 
53	0		5	2170	917	2255	1099	98		- 
53	0		5	1925	917	2169	1099	98	وهناك	 
53	0		5	1803	917	1925	1099	100	فما	 
53	0		5	1657	917	1802	1099	98	ثم	 
53	0		5	1437	917	1656	1099	92	جامع	 
53	0		5	1369	917	1436	1099	98		. 
53	0		5	1199	917	1369	1099	99	وقد	 
53	0		5	942	917	1198	1099	100	وجد	 
53	0		5	508	917	942	1099	99	الارتبـاط	
53	0		6	3021	1108	3207	1295	99	بعدم	 
53	0		6	2770	1108	3020	1295	96	الجامع	 
53	0		6	2468	1108	2770	1295	99	فبالجامع	 
53	0		6	2236	1108	2467	1295	98	أقوى	 
53	0		6	1985	1108	2235	1295	86	وأحق	 
53	0		6	1921	1108	1985	1295	98		. 
53	0		6	1779	1108	1920	1295	100	ولا	 
53	0		6	1618	1108	1779	1295	100	شك	 
53	0		6	1503	1108	1618	1295	97	أن	 
53	0		6	1213	1108	1502	1295	100	المحدث	 
53	0		6	1149	1108	1213	1295	95		(
53	0		6	1065	1108	1091	1295	100		 
53	0		6	955	1108	1064	1295	100		- 
53	0		6	775	1108	956	1295	87	ب	) 
53	0		6	660	1108	775	1295	83	قد	 
53	0		6	505	1108	659	1295	93	ثبت	
53	0		7	2936	1304	3196	1485	88	حدوثه	 
53	0		7	2616	1304	2935	1485	95	وافتقاره	 
53	0		7	2485	1304	2615	1485	95	إلى	 
53	0		7	2241	1304	2485	1485	100	محدث	 
53	0		7	1991	1304	2242	1485	90	أحدثه	 
53	0		7	1720	1304	1992	1485	94	لإمكانه	 
53	0		7	1487	1304	1721	1485	91	لنفسه	 
53	0		7	1422	1304	1487	1485	100		. 
53	0		7	1108	1304	1422	1485	100	فوجوده	 
53	0		7	994	1304	1107	1485	88	من	 
53	0		7	685	1304	993	1485	97	غييره	 
53	0		7	619	1304	684	1485	96		، 
53	0		7	500	1304	619	1485	100	فهو	
53	0		8	2960	1518	3203	1693	91	مرتبط	 
53	0		8	2866	1518	2959	1693	100	به	 
53	0		8	2590	1518	2865	1693	100	ارتباط	 
53	0		8	2309	1518	2590	1693	99	افتقار	. 
53	0		8	2178	1518	2308	1693	100	ولا	 
53	0		8	2065	1518	2177	1693	98	بد	 
53	0		8	1952	1518	2064	1693	85	أن	 
53	0		8	1677	1518	1952	1693	100	يكون	 
53	0		8	1396	1518	1677	1693	99	المستند	 
53	0		8	1233	1518	1395	1693	99	إليه	 
53	0		8	951	1518	1232	1693	100	واجب	 
53	0		8	676	1518	951	1693	93	الوجود	 
53	0		8	507	1518	676	1693	100	لذاته	
53	0		9	3028	1714	3204	1896	99	غنيا	 
53	0		9	2923	1714	3029	1896	98	في	 
53	0		9	2660	1714	2924	1896	99	وجوده	 
53	0		9	2427	1714	2661	1896	92	بنفسه	 
53	0		9	2257	1714	2428	1896	86	غير	 
53	0		9	2024	1714	2258	1896	94	مفتقر	 
53	0		9	1960	1714	2024	1896	100		، 
53	0		9	1785	1714	1960	1896	98	وهو	 
53	0		9	1574	1714	1785	1896	100	الذي	 
53	0		9	1306	1714	1575	1896	96	أعطى	 
53	0		9	1002	1714	1306	1896	98	الوجود	 
53	0		9	763	1714	1002	1896	95	بذاته	 
53	0		9	506	1714	763	1896	99	لهـذا	
53	0		10	2936	1921	3214	2089	98	الحادث	 
53	0		10	2645	1921	2935	2089	100	فانتسب	 
53	0		10	2472	1921	2645	2089	98	إليه	 
53	0		10	2441	1921	2472	2089	98		. 
53	0		10	2311	1921	2441	2089	99	ولما	 
53	0		10	2052	1921	2311	2089	99	اقتضاه	 
53	0		10	1848	1921	2051	2089	91	لذاته	 
53	0		10	1706	1921	1847	2089	100	كان	 
53	0		10	1477	1921	1705	2089	97	واجباً	 
53	0		10	1391	1921	1476	2089	97	به	 
53	0		10	1329	1921	1390	2089	92		. 
53	0		10	1180	1921	1328	2089	90	ولما	 
53	0		10	1038	1921	1180	2089	100	كان	 
53	0		10	729	1921	1038	2089	94	استناده	 
53	0		10	587	1921	729	2089	98	إلى	 
53	0		10	500	1921	586	2089	98	من	
53	0		11	3032	2110	3198	2295	98	ظهر	 
53	0		11	2896	2110	3031	2295	98	عنه	 
53	0		11	2667	2110	2895	2295	92	لذاته	 
53	0		11	2611	2110	2667	2295	100		، 
53	0		11	2364	2110	2611	2295	92	اقتضى	 
53	0		11	2247	2110	2364	2295	100	أن	 
53	0		11	1994	2110	2246	2295	93	يكون	 
53	0		11	1864	2110	1993	2295	100	على	 
53	0		11	1605	2110	1863	2295	100	صورته	 
53	0		11	1456	2110	1604	2295	100	فيما	 
53	0		11	1215	2110	1456	2295	95	ينسب	 
53	0		11	1024	2110	1215	2295	100	إليه	 
53	0		11	875	2110	1023	2295	100	من	 
53	0		11	764	2110	875	2295	98	كل	 
53	0		11	591	2110	764	2295	95	شيء	 
53	0		11	492	2110	591	2295	100	من	
53	0		12	3052	2318	3211	2495	93	إسم	 
53	0		12	2828	2318	3053	2495	96	وصفة	 
53	0		12	2729	2318	2828	2495	90	ما	 
53	0		12	2584	2318	2729	2495	100	عدا	 
53	0		12	2255	2318	2584	2495	94	الوجوب	 
53	0		12	1997	2318	2254	2495	99	الذاتي	 
53	0		12	1852	2318	1997	2495	88	فإن	 
53	0		12	1635	2318	1852	2495	99	ذلك	 
53	0		12	1548	2318	1634	2495	90	لا	 
53	0		12	1350	2318	1549	2495	100	يصح	 
53	0		12	1239	2318	1351	2495	99	في	 
53	0		12	928	2318	1238	2495	99	الحادث	 
53	0		12	723	2318	928	2495	98	وإن	 
53	0		12	506	2318	724	2495	100	كان	
53	0		13	2966	2504	3210	2691	99	واجب	 
53	0		13	2684	2504	2965	2691	98	الوجود	 
53	0		13	2433	2504	2683	2691	99	ولكن	 
53	0		13	2175	2504	2432	2691	100	وجوبه	 
53	0		13	1974	2504	2175	2691	87	بغيره	 
53	0		13	1887	2504	1974	2691	99	لا	 
53	0		13	1642	2504	1886	2691	98	بنفسه	 
53	0		13	1579	2504	1641	2691	100		. 
53	0		13	1497	2504	1578	2691	100	ثم	 
53	0		13	1322	2504	1497	2691	99	لتعلم	 
53	0		13	1171	2504	1321	2691	100	أنه	 
53	0		13	1077	2504	1171	2691	100	لما	 
53	0		13	933	2504	1077	2691	96	كان	 
53	0		13	707	2504	932	2691	98	الأر	 
53	0		13	575	2504	706	2691	100	على	 
53	0		13	387	2504	574	2691	97	ما	 
53	0		13	349	2504	386	2691	100		.
53	0		14	3028	2704	3215	2891	90	قلناه	 
53	0		14	2902	2704	3027	2891	97	من	 
53	0		14	2658	2704	2902	2891	90	ظهوره	 
53	0		14	2376	2704	2657	2891	92	بصورته	 
53	0		14	2345	2704	2375	2891	94		، 
53	0		14	2100	2704	2344	2891	95	أحالنا	 
53	0		14	1900	2704	2099	2891	99	تعالى	 
53	0		14	1818	2704	1899	2891	87	في	 
53	0		14	1662	2704	1818	2891	95	العلم	 
53	0		14	1555	2704	1661	2891	100	به	 
53	0		14	1430	2704	1554	2891	100	على	 
53	0		14	1210	2704	1429	2891	95	النظر	 
53	0		14	1116	2704	1209	2891	99	في	 
53	0		14	834	2704	1116	2891	97	الحادث	 
53	0		14	615	2704	833	2891	96	وذكر	 
53	0		14	508	2704	614	2891	100	أنه	
53	0		15	3050	2902	3218	3076	91	أراا	 
53	0		15	2899	2902	3049	3076	92	آياته	 
53	0		15	2761	2902	2898	3076	100	فيه	 
53	0		15	2422	2902	2760	3076	97	فاستدللنا	 
53	0		15	2290	2902	2421	3076	99	بنا	 
53	0		15	2133	2902	2290	3076	96	عليه	 
53	0		15	2096	2902	2132	3076	96		. 
53	0		15	1989	2902	2095	3076	97	فما	 
53	0		15	1707	2902	1988	3076	93	وصفناه	 
53	0		15	1462	2902	1706	3076	99	بوصف	 
53	0		15	1323	2902	1461	3076	96	إلا	 
53	0		15	1192	2902	1323	3076	80	كنا	 
53	0		15	1029	2902	1191	3076	94	شتحن	 
53	0		15	846	2902	1028	3076	100	ذلك	 
53	0		15	595	2902	846	3076	92	الوصف	 
53	0		15	501	2902	595	3076	100	إلا	
53	0		16	2906	3109	3218	3276	99	الوجوب	 
53	0		16	2658	3109	2905	3276	98	الخاص	 
53	0		16	2455	3109	2657	3276	100	الذاتي	 
53	0		16	2416	3109	2455	3276	98		. 
53	0		16	2273	3109	2416	3276	100	فلما	 
53	0		16	2058	3109	2273	3276	98	علمناه	 
53	0		16	1934	3109	2057	3276	98	بنا	 
53	0		16	1751	3109	1934	3276	100	ومنا	 
53	0		16	1438	3109	1751	3276	92	نسبنا	 
53	0		16	1405	3109	1438	3276	80		(
53	0		16	1315	3109	1367	3276	82		) 
53	0		16	1144	3109	1314	3276	100	إليه	 
53	0		16	1027	3109	1145	3276	97	كل	 
53	0		16	929	3109	1028	3276	98	ما	 
53	0		16	512	3109	929	3276	88	نسبناهإلينا	.
53	0		17	2938	3295	3216	3474	96	وبذلك	 
53	0		17	2690	3295	2937	3474	97	وردت	 
53	0		17	2285	3295	2690	3474	100	الإخبارات	 
53	0		17	2253	3295	2284	3474	100		(
53	0		17	2158	3295	2214	3474	100		) 
53	0		17	1904	3295	2157	3474	91	الإلمية	 
53	0		17	1778	3295	1904	3474	98	على	 
53	0		17	1562	3295	1777	3474	96	ألسنة	 
53	0		17	1283	3295	1561	3474	100	التراجم	 
53	0		17	1099	3295	1282	3474	99	إلينا	 
53	0		17	1061	3295	1099	3474	88		. 
53	0		17	789	3295	1061	3474	100	فوصف	 
53	0		17	598	3295	788	3474	100	نفسه	 
53	0		17	503	3295	598	3474	100	لنا	
53	0		18	3107	3483	3219	3649	96	بنا	 
53	0		18	3074	3483	3106	3649	100		: 
53	0		18	2902	3483	3074	3649	100	فإذا	 
53	0		18	2480	3483	2902	3649	95	شهدناهشهدنا	 
53	0		18	2237	3483	2480	3649	93	نفوسنا	 
53	0		18	2210	3483	2236	3649	100		،
53	0		18	2006	3483	2171	3649	96	إذا	 
53	0		18	1669	3483	2005	3649	95	شهدنا	 
53	0		18	1517	3483	1669	3649	99	شهد	 
53	0		18	1333	3483	1518	3649	91	نفسه	 
53	0		18	1280	3483	1333	3649	100		. 
53	0		18	1148	3483	1280	3649	96	ولا	 
53	0		18	944	3483	1148	3649	88	نشك	 
53	0		18	759	3483	943	3649	100	أنا	 
53	0		18	502	3483	759	3649	100	كثيرون	
