level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	13	2	1	1	10	493	571	81	97	68	كثرة
5	13	2	1	1	11	424	592	55	58	93	فيها
5	13	2	1	1	12	372	596	39	73	94	عىل
5	13	2	1	1	13	212	591	148	74	85	الصاحلات
3	13	2	2	0	0	185	666	1390	777	-1	
4	13	2	2	1	0	185	666	1375	78	-1	
5	13	2	2	1	1	1480	678	80	49	47	ماوءة
5	13	2	2	1	2	1403	701	50	58	92	من
5	13	2	2	1	3	1264	677	111	61	73	المواعظ
5	13	2	2	1	4	1186	662	54	86	62	.:
5	13	2	2	1	5	1048	666	185	69	34	وكان*؟
5	13	2	2	1	6	960	662	76	86	93	من
5	13	2	2	1	7	877	670	145	74	96	أهل
5	13	2	2	1	8	740	671	110	71	85	أثيناس
5	13	2	2	1	9	626	691	88	50	93	مدينة
5	13	2	2	1	10	490	672	108	56	18	اللكاء
5	13	2	2	1	11	412	662	49	86	92	فى
5	13	2	2	1	12	302	685	156	56	95	الزمان
5	13	2	2	1	13	185	672	88	70	72	الأول
4	13	2	2	2	0	186	752	1373	148	-1	
5	13	2	2	2	1	1503	777	56	59	81	الىت
5	13	2	2	2	2	1390	757	83	133	95	انقل
5	13	2	2	2	3	1267	752	96	80	65	الك
5	13	2	2	2	4	1143	782	65	67	79	إليها
5	13	2	2	2	5	1066	770	50	99	79	.
5	13	2	2	2	6	996	774	116	91	88	وهو
5	13	2	2	2	7	887	784	83	74	96	واضع
5	13	2	2	2	8	737	780	119	79	90	السرائع
5	13	2	2	2	9	673	783	37	82	83	لم
5	13	2	2	2	10	608	770	38	99	51	_
5	13	2	2	2	11	523	787	57	59	62	التى:
5	13	2	2	2	12	402	792	79	50	90	نقض
5	13	2	2	2	13	332	789	42	111	82	6
5	13	2	2	2	14	186	780	115	90	47	أواميس
4	13	2	2	3	0	187	854	1375	106	-1	
5	13	2	2	3	1	1446	854	116	83	88	ذراقون
5	13	2	2	3	2	1425	858	16	32	74	2
5	13	2	2	3	3	1392	859	32	31	85	*
5	13	2	2	3	4	1281	875	90	81	50	الارق
5	13	2	2	3	5	1240	911	9	9	78	4
5	13	2	2	3	6	1155	870	53	84	65	ومل
5	13	2	2	3	7	1049	886	99	50	92	ينقض
5	13	2	2	3	8	875	882	145	64	81	النواميس
5	13	2	2	3	9	795	885	57	58	58	الى
5	13	2	2	3	10	627	876	138	82	49	جاءهم
5	13	2	2	3	11	579	906	49	38	96	من
5	13	2	2	3	12	518	887	38	55	96	فو
5	13	2	2	3	13	395	864	115	85	68	بيكى
5	13	2	2	3	14	352	868	38	32	8	9
5	13	2	2	3	15	308	918	8	9	48	.
5	13	2	2	3	16	187	883	87	77	95	ووضع
4	13	2	2	4	0	186	948	1389	106	-1	
5	13	2	2	4	1	1482	958	93	68	71	كتابأ
5	13	2	2	4	2	1401	976	45	50	88	فيه
5	13	2	2	4	3	1217	948	154	106	11	األشمـار
5	13	2	2	4	4	1084	974	107	44	64	نشطة
5	13	2	2	4	5	1010	977	48	54	91	إلى
5	13	2	2	4	6	818	965	164	73	59	مباشرة"
5	13	2	2	4	7	665	980	126	77	65	الحروب:
5	13	2	2	4	8	493	989	128	61	16	الحزضهم
5	13	2	2	4	9	428	996	29	45	41	به:
5	13	2	2	4	10	338	984	53	57	65	على:
5	13	2	2	4	11	232	967	75	67	81	قتال
5	13	2	2	4	12	219	967	14	31	38	2
4	13	2	2	5	0	173	1049	1389	96	-1	
5	13	2	2	5	1	1450	1049	112	79	25	العداء
5	13	2	2	5	2	1332	1055	90	87	31	لحاجة
5	13	2	2	5	3	1215	1065	108	53	95	كانت
5	13	2	2	5	4	1140	1073	104	55	63	إى
5	13	2	2	5	5	1039	1077	74	42	96	ذلك
5	13	2	2	5	6	967	1045	56	88	70	.
5	13	2	2	5	7	878	1049	130	80	90	وكان
5	13	2	2	5	8	748	1079	104	60	91	سولون
5	13	2	2	5	9	654	1065	67	56	92	أحذ
5	13	2	2	5	10	519	1065	106	56	25	احلكاء
5	13	2	2	5	11	392	1083	96	50	93	السبعة
5	13	2	2	5	12	273	1051	90	94	95	الذين
5	13	2	2	5	13	173	1051	89	94	81	كانوا
4	13	2	2	6	0	215	1150	1350	104	-1	
5	13	2	2	6	1	1530	1170	35	52	68	فى
5	13	2	2	6	2	1426	1172	81	51	95	وقت
5	13	2	2	6	3	1316	1172	82	52	96	واحد
5	13	2	2	6	4	1238	1183	50	60	24	وم
5	13	2	2	6	5	1199	1189	10	25	57	:
5	13	2	2	6	6	1017	1158	146	76	29	تاليس©ك
5	13	2	2	6	7	818	1177	130	57	85	وسولون
5	13	2	2	6	8	508	1150	241	104	38	وبطلاقوس7؟
5	13	2	2	6	9	490	1197	5	5	49	<
5	13	2	2	6	10	460	1165	11	83	50	:
5	13	2	2	6	11	379	1179	66	53	48	ويار
5	13	2	2	6	12	215	1169	154	66	11	بالدروس.
4	13	2	2	7	0	190	1249	1375	103	-1	
5	13	2	2	7	1	1448	1268	117	52	63	وخياون
5	13	2	2	7	2	1404	1252	34	88	52	:
5	13	2	2	7	3	1175	1270	193	58	70	وقالوبواوس
5	13	2	2	7	4	1078	1294	21	29	70	و
5	13	2	2	7	5	997	1252	83	88	60	بياس
5	13	2	2	7	6	919	1256	147	72	29	©
5	13	2	2	7	7	852	1257	35	91	91	.
5	13	2	2	7	8	706	1261	146	72	90	وأنكر
5	13	2	2	7	9	618	1272	63	70	29	قوه
5	13	2	2	7	10	428	1249	157	103	26	بلاقوس
5	13	2	2	7	11	335	1278	67	51	74	وبار
5	13	2	2	7	12	190	1275	136	58	34	بالدروس
4	13	2	2	8	0	192	1352	1374	91	-1	
5	13	2	2	8	1	1465	1366	101	54	45	وجماوا
5	13	2	2	8	2	1298	1361	140	71	64	مكانهها
5	13	2	2	8	3	1071	1352	217	85	14	ابهانيدس**
5	13	2	2	8	4	900	1354	148	75	36	القريطى
5	13	2	2	8	5	595	1353	270	80	50	وأناخارسيس*؟
5	13	2	2	8	6	438	1370	142	62	68	الاسقوى
5	13	2	2	8	7	383	1346	20	101	52	.:
5	13	2	2	8	8	288	1377	76	57	94	وقيل
5	13	2	2	8	9	192	1373	67	70	91	إنهم
1	14	0	0	0	0	0	0	2259	3364	-1	
2	14	1	0	0	0	822	613	690	294	-1	
3	14	1	1	0	0	822	613	690	294	-1	
4	14	1	1	1	0	1093	613	145	60	-1	
5	14	1	1	1	1	1093	613	145	60	80	فصل
4	14	1	1	2	0	974	714	385	88	-1	
5	14	1	1	2	1	1286	714	73	88	49	في
5	14	1	1	2	2	1084	725	188	69	96	موضوع
5	14	1	1	2	3	974	717	95	80	80	العم
4	14	1	1	3	0	822	830	690	77	-1	
5	14	1	1	3	1	1390	832	122	72	95	وبيان
5	14	1	1	3	2	1249	842	127	65	78	معنى
5	14	1	1	3	3	1046	830	190	57	96	المقدمة
5	14	1	1	3	4	822	830	211	74	63	وتعريفها
2	14	2	0	0	0	1237	972	907	174	-1	
3	14	2	1	0	0	1237	972	907	174	-1	
4	14	2	1	1	0	1237	972	787	87	-1	
5	14	2	1	1	1	1918	983	106	76	24	الغ
5	14	2	1	1	2	1879	972	40	61	96	أن
5	14	2	1	1	3	1700	987	167	69	48	مـوضـوع
5	14	2	1	1	4	1583	990	103	66	27	العلم
5	14	2	1	1	5	1526	992	45	37	86	مـا
5	14	2	1	1	6	1390	976	122	67	40	تبحث
5	14	2	1	1	7	1317	996	60	47	89	فيه
5	14	2	1	1	8	1237	1009	68	40	75	عـن
4	14	2	1	2	0	1268	1067	876	79	-1	
5	14	2	1	2	1	2000	1084	144	50	90	عوارضه
5	14	2	1	2	2	1812	1069	158	63	52	الذاتية
5	14	2	1	2	3	1707	1072	48	68	93	أي
5	14	2	1	2	4	1586	1102	94	44	96	يرجع
5	14	2	1	2	5	1439	1067	118	65	96	البحث
5	14	2	1	2	6	1368	1087	45	46	96	فيه
5	14	2	1	2	7	1268	1082	76	53	96	إليها
2	14	3	0	0	0	1236	1158	908	78	-1	
3	14	3	1	0	0	1236	1158	908	78	-1	
4	14	3	1	1	0	1236	1158	908	78	-1	
5	14	3	1	1	1	2039	1187	105	36	74	وهـو
5	14	3	1	1	2	1865	1170	161	64	33	الخارج
5	14	3	1	1	3	1654	1158	197	65	35	المحمــول
5	14	3	1	1	4	1525	1170	115	58	70	الــذي
5	14	3	1	1	5	1386	1172	128	51	33	يلحــق
5	14	3	1	1	6	1236	1170	138	66	11	السيء
2	14	4	0	0	0	1218	1250	930	1334	-1	
3	14	4	1	0	0	1239	1250	906	153	-1	
4	14	4	1	1	0	1239	1250	905	64	-1	
5	14	4	1	1	1	2013	1258	131	38	95	لذاته
5	14	4	1	1	2	1659	1250	309	58	82	أولمايساويه
5	14	4	1	1	3	1580	1250	37	57	92	أو
5	14	4	1	1	4	1303	1258	259	56	72	لجزئهعلى
5	14	4	1	1	5	1221	1246	71	72	72	ما
4	14	4	1	2	0	1839	1332	306	71	-1	
5	14	4	1	2	1	2063	1351	82	51	96	ذكره
5	14	4	1	2	2	1859	1332	189	71	30	المتأخرون
5	14	4	1	2	3	1839	1381	6	6	90	.
3	14	4	2	0	0	1218	1447	928	258	-1	
4	14	4	2	1	0	1218	1447	807	127	-1	
5	14	4	2	1	1	1922	1462	103	50	96	وذلك
5	14	4	2	1	2	1776	1447	118	66	96	البحث
5	14	4	2	1	3	1706	1465	46	49	96	إما
5	14	4	2	1	4	1640	1455	41	50	96	أن
5	14	4	2	1	5	1513	1456	102	64	95	يجعل
5	14	4	2	1	6	1349	1452	130	107	96	موضوع
5	14	4	2	1	7	1218	1451	109	123	77	العلم
4	14	4	2	2	0	1223	1541	923	81	-1	
5	14	4	2	2	1	2066	1565	80	37	96	بعينه
5	14	4	2	2	2	1909	1559	172	58	96	موضوع
5	14	4	2	2	3	1758	1542	130	69	95	المسألة
5	14	4	2	2	4	1626	1566	111	36	45	وييبت
5	14	4	2	2	5	1578	1552	29	38	93	له
5	14	4	2	2	6	1527	1554	32	36	95	ما
5	14	4	2	2	7	1458	1568	49	38	94	هو
5	14	4	2	2	8	1334	1539	108	69	96	عرض
5	14	4	2	2	9	1223	1541	92	81	78	ذائيخ
4	14	4	2	3	0	1237	1640	908	65	-1	
5	14	4	2	3	1	2117	1640	28	38	71	له:
5	14	4	2	3	2	1924	1640	148	65	92	كالجسم
5	14	4	2	3	3	1769	1640	137	63	70	الطبيعي
5	14	4	2	3	4	1706	1644	48	60	96	في
5	14	4	2	3	5	1586	1640	102	64	76	قولهم
5	14	4	2	3	6	1540	1610	44	117	76	:
5	14	4	2	3	7	1488	1626	84	73	95	كل
5	14	4	2	3	8	1383	1662	92	43	90	جسم
5	14	4	2	3	9	1306	1610	59	117	96	فله
5	14	4	2	3	10	1237	1663	55	33	44	حيز
3	14	4	3	0	0	1240	1827	908	260	-1	
4	14	4	3	1	0	1240	1833	788	75	-1	
5	14	4	3	1	1	1990	1834	38	57	96	أو
5	14	4	3	1	2	1923	1827	52	66	96	بأن
5	14	4	3	1	3	1803	1835	104	64	91	يجعل
5	14	4	3	1	4	1707	1850	79	45	96	نوعه
5	14	4	3	1	5	1555	1851	134	57	96	موضوع
5	14	4	3	1	6	1410	1835	128	71	96	المسألة
5	14	4	3	1	7	1284	1853	108	42	96	ويثبت
5	14	4	3	1	8	1240	1845	28	38	93	له
4	14	4	3	2	0	1240	1914	907	111	-1	
5	14	4	3	2	1	2116	1934	31	36	94	ما
5	14	4	3	2	2	2041	1948	49	37	96	هو
5	14	4	3	2	3	1911	1914	109	111	96	عرض
5	14	4	3	2	4	1811	1914	78	111	51	ذاتئ
5	14	4	3	2	5	1759	1932	28	38	57	له:
5	14	4	3	2	6	1541	1933	165	62	92	كالحيوان
5	14	4	3	2	7	1470	1937	46	61	93	في
5	14	4	3	2	8	1324	1934	122	64	94	قولهم:
5	14	4	3	2	9	1240	1920	53	72	96	كل
4	14	4	3	3	0	1757	2021	391	66	-1	
5	14	4	3	3	1	2038	2024	110	63	95	حيوان
5	14	4	3	3	2	1977	2021	48	38	96	فله
5	14	4	3	3	3	1907	2022	54	52	92	قؤة
5	14	4	3	3	4	1777	2021	117	55	93	اللمس
5	14	4	3	3	5	1757	2053	6	6	82	.
3	14	4	4	0	0	1240	2126	907	247	-1	
4	14	4	4	1	0	1240	2127	789	80	-1	
5	14	4	4	1	1	1990	2127	39	57	42	أو
5	14	4	4	1	2	1880	2126	100	61	42	يثبـث
5	14	4	4	1	3	1824	2135	43	38	75	لـه
5	14	4	4	1	4	1609	2134	202	55	64	بالعـرضية
5	14	4	4	1	5	1507	2128	88	63	52	ألمـر
5	14	4	4	1	6	1418	2129	107	78	8	أعـغ
5	14	4	4	1	7	1292	2136	113	55	57	بشرط
5	14	4	4	1	8	1240	2129	41	51	96	أن
4	14	4	4	2	0	1241	2225	905	82	-1	
5	14	4	4	2	1	2117	2225	29	41	95	ال
5	14	4	4	2	2	1972	2227	127	48	96	يتجاوز
5	14	4	4	2	3	1900	2230	45	83	96	في
5	14	4	4	2	4	1753	2225	118	78	94	العموم
5	14	4	4	2	5	1670	2242	56	39	96	عن
5	14	4	4	2	6	1508	2234	134	73	96	موضوع
5	14	4	4	2	7	1390	2227	89	64	81	العلم
5	14	4	4	2	8	1241	2227	95	65	96	كقول
4	14	4	4	3	0	1608	2304	539	79	-1	
5	14	4	4	3	1	2029	2315	118	51	93	الفقهاء
5	14	4	4	3	2	1978	2288	41	107	96	:
5	14	4	4	3	3	1910	2297	104	76	75	«كل
5	14	4	4	3	4	1698	2294	200	92	93	مسكر
5	14	4	4	3	5	1626	2304	66	51	0	حرام»؟
5	14	4	4	3	6	1608	2348	5	7	53	.
3	14	4	5	0	0	1241	2421	907	163	-1	
4	14	4	5	1	0	1241	2421	789	75	-1	
5	14	4	5	1	1	1991	2421	39	56	96	أو
5	14	4	5	1	2	1859	2423	104	63	95	يجعل
5	14	4	5	1	3	1720	2437	107	45	95	عرضه
5	14	4	5	1	4	1580	2430	108	63	96	الذاتي
5	14	4	5	1	5	1513	2422	38	56	96	أو
5	14	4	5	1	6	1403	2426	82	58	92	نوعة
5	14	4	5	1	7	1241	2439	134	57	96	موضوع
4	14	4	5	2	0	1241	2503	907	81	-1	
5	14	4	5	2	1	1985	2509	163	69	66	المسـلـة
5	14	4	5	2	2	1846	2528	125	41	17	ويثبت
5	14	4	5	2	3	1789	2518	43	38	88	له
5	14	4	5	2	4	1628	2503	147	71	33	العرض
5	14	4	5	2	5	1477	2518	138	66	27	الـذاتخ
5	14	4	5	2	6	1427	2512	39	57	93	أو
5	14	4	5	2	7	1365	2522	45	37	77	مـا
5	14	4	5	2	8	1241	2506	111	67	58	يلحق
2	14	5	0	0	0	182	976	919	2058	-1	
3	14	5	1	0	0	189	976	907	171	-1	
4	14	5	1	1	0	190	976	904	87	-1	
5	14	5	1	1	1	994	983	100	80	28	ألمـر
5	14	5	1	1	2	902	969	93	98	28	أعـع
5	14	5	1	1	3	859	969	38	98	63	ب
5	14	5	1	1	4	719	983	375	80	63	الشرط
5	14	5	1	1	5	516	991	189	56	20	المذكور
5	14	5	1	1	6	285	992	194	65	27	كقولهم:
5	14	5	1	1	7	190	976	75	74	69	كـل
4	14	5	1	2	0	189	1073	907	74	-1	
5	14	5	1	2	1	952	1081	144	66	35	متحـزك
5	14	5	1	2	2	742	1085	196	53	20	بحــركتيــن
5	14	5	1	2	3	525	1088	205	50	47	مستقيمتيــن
5	14	5	1	2	4	482	1082	29	41	93	ال
5	14	5	1	2	5	405	1073	58	60	0	ـ1
5	14	5	1	2	6	328	1074	64	58	92	وأن
5	14	5	1	2	7	189	1081	127	56	46	يسكــن
3	14	5	2	0	0	191	1292	906	149	-1	
4	14	5	2	1	0	192	1292	786	57	-1	
5	14	5	2	1	1	869	1293	109	54	86	فقوله:
5	14	5	2	1	2	786	1295	49	36	60	«ما
5	14	5	2	1	3	655	1313	107	32	83	يبحب
5	14	5	2	1	4	585	1297	46	48	92	فيه
5	14	5	2	1	5	506	1310	56	39	96	عن
5	14	5	2	1	6	340	1296	144	50	92	عوارضه
5	14	5	2	1	7	192	1292	125	52	50	الذاتية
4	14	5	2	2	0	191	1368	895	120	-1	
5	14	5	2	2	1	958	1368	128	120	96	مجمل
5	14	5	2	2	2	820	1383	122	51	92	تفصيله
5	14	5	2	2	3	774	1386	31	36	93	ما
5	14	5	2	2	4	651	1385	107	52	40	ذكرناه
5	14	5	2	2	5	575	1386	33	51	95	إذ
5	14	5	2	2	6	530	1383	29	41	95	ال
5	14	5	2	2	7	430	1404	80	34	96	ريب
5	14	5	2	2	8	368	1388	48	61	96	في
5	14	5	2	2	9	313	1376	41	46	96	أنه
5	14	5	2	2	10	191	1392	108	43	83	يبحث
3	14	5	3	0	0	191	1460	905	104	-1	
4	14	5	3	1	0	191	1460	905	104	-1	
5	14	5	3	1	1	1033	1467	63	87	96	في
5	14	5	3	1	2	912	1467	107	87	96	العلوم
5	14	5	3	1	3	827	1489	56	39	95	عن
5	14	5	3	1	4	673	1461	116	103	11	األنراغ
5	14	5	3	1	5	486	1460	161	68	95	المختصة
5	14	5	3	1	6	487	1525	14	8	80	ة
5	14	5	3	1	7	338	1460	117	97	96	بأنواع
5	14	5	3	1	8	191	1467	131	90	6	موضوع
3	14	5	4	0	0	381	1537	715	108	-1	
4	14	5	4	1	0	381	1537	712	108	-1	
5	14	5	4	1	1	988	1555	105	75	95	العلم
5	14	5	4	1	2	917	1541	49	77	96	بل
5	14	5	4	1	3	869	1537	42	108	96	ما
5	14	5	4	1	4	821	1579	42	38	96	من
5	14	5	4	1	5	740	1537	69	108	96	علم
5	14	5	4	1	6	667	1537	61	108	50	إآل
5	14	5	4	1	7	559	1537	109	108	28	ويوجد
5	14	5	4	1	8	478	1537	61	108	96	فيه
5	14	5	4	1	9	401	1562	78	39	96	ذلك
5	14	5	4	1	10	381	1593	7	8	89	.
3	14	5	5	0	0	190	1668	910	961	-1	
4	14	5	5	1	0	191	1668	787	82	-1	
5	14	5	5	1	1	901	1681	77	69	55	اعلغ
5	14	5	5	1	2	838	1668	38	63	96	أن
5	14	5	5	1	3	707	1675	107	62	90	أربات
5	14	5	5	1	4	512	1682	168	52	25	التصانيف
5	14	5	5	1	5	398	1666	90	70	60	كثيرآ
5	14	5	5	1	6	348	1686	31	36	96	ما
5	14	5	5	1	7	191	1674	133	61	35	يقدمون
4	14	5	5	2	0	192	1758	906	79	-1	
5	14	5	5	2	1	1016	1763	82	72	63	أمام
5	14	5	5	2	2	832	1772	169	60	70	المقصـود
5	14	5	5	2	3	692	1758	124	53	39	طـائفـة
5	14	5	5	2	4	617	1790	63	38	79	مــن
5	14	5	5	2	5	475	1771	126	64	52	الكـالم
5	14	5	5	2	6	359	1775	101	62	76	ينتفع
5	14	5	5	2	7	192	1771	152	55	32	الطالب
4	14	5	5	3	0	193	1855	905	70	-1	
5	14	5	5	3	1	972	1859	126	53	0	إدراك
5	14	5	5	3	2	809	1862	149	50	16	معانيها
5	14	5	5	3	3	730	1865	62	60	96	في
5	14	5	5	3	4	623	1860	92	39	94	ذلك
5	14	5	5	3	5	435	1861	172	53	41	المقصود
5	14	5	5	3	6	193	1855	196	59	2	ويسفونها
4	14	5	5	4	0	191	1935	906	79	-1	
5	14	5	5	4	1	942	1942	155	59	36	بالمقذمة
5	14	5	5	4	2	903	1982	29	6	78	ـ
5	14	5	5	4	3	792	1948	96	56	96	بكسر
5	14	5	5	4	4	692	1949	90	65	95	الدال
5	14	5	5	4	5	555	1952	125	49	94	وفتحها
5	14	5	5	4	6	496	1931	23	87	69	ـ
5	14	5	5	4	7	433	1952	105	37	87	كما
5	14	5	5	4	8	298	1945	124	58	42	يسئون
5	14	5	5	4	9	191	1935	95	53	92	طائفة
4	14	5	5	5	0	203	2005	888	102	-1	
5	14	5	5	5	1	1036	2005	55	102	92	مـن
5	14	5	5	5	2	848	2005	173	102	83	كالمهـم
5	14	5	5	5	3	789	2009	60	69	52	فنأ
5	14	5	5	5	4	599	2031	151	57	53	أرقسما
5	14	5	5	5	5	424	2031	130	59	77	أريابا
5	14	5	5	5	6	203	2022	176	66	33	أرفسصات,
4	14	5	5	6	0	193	2120	905	73	-1	
5	14	5	5	6	1	934	2129	164	52	91	ويجعلون
5	14	5	5	6	2	811	2131	101	62	93	كتبهم
5	14	5	5	6	3	661	2114	127	53	92	مشتملة
5	14	5	5	6	4	564	2129	75	54	93	على
5	14	5	5	6	5	475	2129	67	37	96	هذه
5	14	5	5	6	6	340	2120	112	61	92	األمور
5	14	5	5	6	7	193	2121	126	49	92	استمال
4	14	5	5	7	0	193	2207	906	92	-1	
5	14	5	5	7	1	1016	2207	83	68	93	الكل
5	14	5	5	7	2	923	2217	73	55	96	على
5	14	5	5	7	3	771	2209	129	63	81	األجزاء
5	14	5	5	7	4	731	2201	28	109	53	.
5	14	5	5	7	5	650	2222	70	59	96	فهي
5	14	5	5	7	6	597	2220	32	36	96	ما
5	14	5	5	7	7	490	2218	86	53	95	يذكر
5	14	5	5	7	8	411	2220	59	55	95	قبل
5	14	5	5	7	9	260	2217	130	82	92	السروع
5	14	5	5	7	10	190	2221	49	85	92	في
4	14	5	5	8	0	194	2298	904	71	-1	
5	14	5	5	8	1	944	2306	154	63	94	المقصود
5	14	5	5	8	2	750	2307	163	53	59	الرتباطها
5	14	5	5	8	3	691	2323	28	36	93	به
5	14	5	5	8	4	564	2311	96	46	91	ونفعه
5	14	5	5	8	5	468	2309	65	50	87	فيها
5	14	5	5	8	6	326	2324	81	39	95	وهي
5	14	5	5	8	7	194	2298	103	48	91	مقدمة
4	14	5	5	9	0	193	2389	905	72	-1	
5	14	5	5	9	1	952	2396	146	55	70	الكتاب
5	14	5	5	9	2	932	2430	6	5	95	.
5	14	5	5	9	3	818	2389	91	56	59	وأما
5	14	5	5	9	4	656	2389	148	46	0	قمـة
5	14	5	5	9	5	529	2397	114	64	75	العلم
5	14	5	5	9	6	193	2365	323	85	23	هيفرمايرقففد
4	14	5	5	10	0	223	2477	877	73	-1	
5	14	5	5	10	1	1011	2486	89	52	95	عليه
5	14	5	5	10	2	851	2486	144	64	48	السروع
5	14	5	5	10	3	774	2490	64	61	92	في
5	14	5	5	10	4	615	2486	147	38	89	مسائله
5	14	5	5	10	5	472	2502	99	48	92	وهي
5	14	5	5	10	6	327	2490	133	51	83	معرفة
5	14	5	5	10	7	223	2477	93	72	73	حذه
4	14	5	5	11	0	748	2578	351	51	-1	
5	14	5	5	11	1	921	2584	178	45	89	وموضوعه
5	14	5	5	11	2	768	2578	110	48	68	وغايته
5	14	5	5	11	3	748	2608	6	6	68	.
3	14	5	6	0	0	194	2681	906	349	-1	
4	14	5	6	1	0	205	2681	777	103	-1	
5	14	5	6	1	1	824	2687	158	48	44	فمقـذمـة
5	14	5	6	1	2	668	2696	142	54	69	الكتاب
5	14	5	6	1	3	582	2712	74	48	80	هي
5	14	5	6	1	4	458	2685	111	64	39	طرف
5	14	5	6	1	5	360	2714	83	70	96	منا
5	14	5	6	1	6	205	2681	160	77	62	الكتاب
4	14	5	6	2	0	182	2762	917	115	-1	
5	14	5	6	2	1	969	2767	130	66	68	ومقدمة
5	14	5	6	2	2	854	2780	89	87	89	العلم
5	14	5	6	2	3	768	2801	56	48	96	هي
5	14	5	6	2	4	557	2770	180	84	54	اإلدراكات
5	14	5	6	2	5	447	2780	80	90	86	التي
5	14	5	6	2	6	314	2762	116	115	51	بتوقث
5	14	5	6	2	7	182	2780	106	60	96	عليها
4	14	5	6	3	0	222	2850	879	99	-1	
5	14	5	6	3	1	951	2864	150	63	89	إدراكاث
5	14	5	6	3	2	816	2850	111	99	96	مسائل
5	14	5	6	3	3	698	2855	88	87	93	العلم
5	14	5	6	3	4	681	2906	7	6	87	.
5	14	5	6	3	5	500	2849	149	65	43	فاأللفاط
5	14	5	6	3	6	369	2856	108	56	44	مقدمة
5	14	5	6	3	7	222	2873	127	54	96	الكتاب
4	14	5	6	4	0	194	2948	906	86	-1	
5	14	5	6	4	1	977	2948	123	68	95	وإدراك
5	14	5	6	4	2	836	2964	118	49	94	معانيها
5	14	5	6	4	3	756	2979	57	48	96	هي
5	14	5	6	4	4	633	2955	100	46	60	مقدمة
5	14	5	6	4	5	500	2951	105	80	96	العلم
5	14	5	6	4	6	474	2950	25	66	63	.:
5	14	5	6	4	7	342	2954	125	47	87	فمقدمة
5	14	5	6	4	8	194	2950	122	84	96	الكتاب
1	15	0	0	0	0	0	0	2259	3364	-1	
2	15	1	0	0	0	125	371	1956	266	-1	
3	15	1	1	0	0	125	371	1956	266	-1	
4	15	1	1	1	0	125	371	1956	86	-1	
5	15	1	1	1	1	2001	381	80	73	49	أعـغ
5	15	1	1	1	2	1924	408	64	37	79	مـن
5	15	1	1	1	3	1779	380	133	47	19	مقـلمـة
5	15	1	1	1	4	1661	389	104	64	47	العلم
5	15	1	1	1	5	1505	391	114	48	52	بينهما
5	15	1	1	1	6	1377	387	115	66	54	عمو
5	15	1	1	1	7	1172	383	197	61	67	وخصـول
5	15	1	1	1	8	953	371	76	86	11	أعم
5	15	1	1	1	9	903	407	49	36	96	من
5	15	1	1	1	10	731	388	155	51	88	المبادىء
5	15	1	1	1	11	610	404	73	37	94	وهو
5	15	1	1	1	12	566	390	30	36	96	ما
5	15	1	1	1	13	433	376	117	65	95	يتوقف
5	15	1	1	1	14	345	389	72	49	96	عليه
5	15	1	1	1	15	187	374	141	71	95	المسائل
5	15	1	1	1	16	125	390	46	48	96	بال
4	15	1	1	2	0	126	459	1954	80	-1	
5	15	1	1	2	1	1964	478	116	52	90	مطلق.
5	15	1	1	2	2	917	478	114	49	84	واسطة
5	15	1	1	2	3	705	459	163	68	69	والمقلمة
5	15	1	1	2	4	660	479	29	36	92	ما
5	15	1	1	2	5	525	466	116	64	89	يتوقف
5	15	1	1	2	6	433	478	72	50	96	عليه
5	15	1	1	2	7	272	463	141	71	94	المسائل
5	15	1	1	2	8	126	476	128	63	96	بواسطة
4	15	1	1	3	0	660	558	1300	79	-1	
5	15	1	1	3	1	1836	559	124	72	85	والفرق
5	15	1	1	3	2	1769	596	55	36	96	بين
5	15	1	1	3	3	1621	568	134	69	41	المقذمة
5	15	1	1	3	4	1427	576	181	51	70	والمبادىء
5	15	1	1	3	5	1401	552	24	89	31	_
5	15	1	1	3	6	1345	558	40	61	93	أن
5	15	1	1	3	7	1200	568	131	49	81	المقلمة
5	15	1	1	3	8	995	560	38	57	96	أو
5	15	1	1	3	9	948	567	28	41	96	ال
5	15	1	1	3	10	815	568	114	49	81	واسطة
5	15	1	1	3	11	795	601	6	5	81	.
5	15	1	1	3	12	660	558	112	66	77	فتأكل!
2	15	2	0	0	0	1009	719	192	49	-1	
3	15	2	1	0	0	1009	719	192	49	-1	
4	15	2	1	1	0	1009	719	192	49	-1	
5	15	2	1	1	1	1009	719	192	49	94	لالالا
1	16	0	0	0	0	0	0	3864	5716	-1	
2	16	1	0	0	0	1478	358	2067	358	-1	
3	16	1	1	0	0	1478	358	2083	358	-1	
4	16	1	1	1	0	1478	358	2067	358	-1	
5	16	1	1	1	1	3280	358	265	358	41	الجن
5	16	1	1	1	2	2849	373	388	183	54	الحيواني
5	16	1	1	1	3	2573	373	232	159	84	رطب
5	16	1	1	1	4	2417	390	115	149	95	لما
5	16	1	1	1	5	2250	406	114	134	94	فيه
5	16	1	1	1	6	2084	389	196	152	94	من
5	16	1	1	1	7	1827	373	210	195	95	ركن
5	16	1	1	1	8	1478	384	325	146	3	الماء.ا)
2	16	2	0	0	0	2965	631	399	149	-1	
3	16	2	1	0	0	2965	631	399	149	-1	
4	16	2	1	1	0	2965	631	399	149	-1	
5	16	2	1	1	1	3127	631	237	54	21	تكد
